,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Kyriakos Papadopoulos,CB,57.14285714,87.5,31.81818182,50,25,54,40,75,77,80,92,71,35,64,44,69,53,56,50,61,63,60,90,60,50,91,84,72,23,58,42,54,46,45,9,11,12,10,10
Yuri,LB,38.0952381,76.13636364,40.90909091,50,50,74,64,79,83,77,88,72,45,67,45,49,78,66,66,79,78,83,77,72,74,84,72,78,36,79,77,55,59,54,8,12,9,13,11
Aurí©lien Chedjou,CB,54.76190476,86.36363636,59.09090909,50,50,62,62,73,72,75,76,70,54,77,63,64,60,74,73,67,66,73,86,58,62,86,78,70,49,59,51,50,57,59,13,6,15,14,11
Roberto Rosales,RB,30.95238095,68.18181818,45.45454545,50,50,79,77,66,80,76,73,78,69,73,63,74,78,75,68,78,78,85,64,79,85,72,60,73,51,63,75,54,48,54,16,11,11,12,8
Beto,GK,50,80.68181818,72.72727273,50,0,18,14,17,10,19,29,74,12,12,47,23,17,36,32,47,34,40,52,35,69,67,22,25,12,12,23,10,23,22,75,81,79,69,80
Mapou Yanga-M'Biwa,CB,54.76190476,76.13636364,40.90909091,50,25,68,62,77,76,76,83,73,36,76,34,72,57,73,66,69,75,73,78,62,62,80,77,52,23,41,33,23,49,28,6,9,9,13,10
Marcelo,CB,71.42857143,90.90909091,50,25,25,65,62,76,71,80,73,74,39,74,43,66,26,74,75,65,72,74,88,47,49,72,80,76,44,30,39,41,51,42,7,16,10,15,14
Stefano Okaka,ST,59.52380952,90.90909091,40.90909091,50,25,75,75,15,20,25,73,71,78,21,62,71,50,71,29,73,78,79,93,48,58,76,80,81,74,69,58,48,68,67,5,7,7,7,8
Sebastian Prí_dl,CB,83.33333333,98.86363636,50,25,25,54,30,77,73,80,83,73,37,74,46,57,44,56,49,53,52,65,88,33,34,50,85,47,34,32,32,38,35,22,15,11,12,8,8
Alessandro Matri,ST,52.38095238,79.54545455,63.63636364,50,25,74,68,16,24,28,50,74,84,25,60,78,50,67,45,68,69,68,78,65,72,85,80,76,80,58,65,46,70,77,5,4,4,4,4
Felipe Caicedo,ST,52.38095238,84.09090909,45.45454545,50,50,77,72,42,47,44,81,78,82,43,61,70,59,69,53,71,74,68,89,67,61,75,75,84,71,68,66,68,73,75,8,7,7,13,10
Mariano Andí_jar,GK,78.57142857,88.63636364,68.18181818,50,0,20,16,11,19,18,39,71,13,20,40,60,14,23,23,45,45,38,70,40,40,70,10,25,11,10,13,16,23,11,79,77,64,76,78
Marco Andreolli,CB,61.9047619,80.68181818,54.54545455,50,25,55,49,80,78,82,78,68,33,78,28,74,22,55,55,62,66,54,81,55,59,85,76,59,16,24,31,18,34,23,5,12,5,11,14
Javi Varas,GK,50,72.72727273,72.72727273,50,0,16,14,13,12,11,32,72,10,16,32,48,25,32,23,51,65,43,63,67,64,82,15,23,15,22,25,15,23,22,76,80,73,72,81
Eljero Elia,LW,42.85714286,76.13636364,54.54545455,50,75,81,86,22,30,32,66,72,72,32,67,71,68,74,61,92,88,74,64,81,87,68,50,78,65,70,78,52,65,70,15,11,6,13,8
Jonatan Maidana,CB,57.14285714,86.36363636,59.09090909,50,25,61,39,82,70,78,82,76,50,74,55,73,59,63,78,54,68,64,85,49,58,81,76,45,32,32,45,46,46,42,14,12,14,9,14
Rí©my Riou,GK,66.66666667,80.68181818,50,0,0,23,12,14,12,13,29,73,18,28,39,58,14,42,34,58,57,32,79,57,39,69,12,21,11,13,13,15,23,13,77,75,80,74,78
Ron Vlaar,CB,66.66666667,88.63636364,63.63636364,75,25,64,57,78,75,80,75,70,39,78,59,79,29,70,69,42,61,70,92,43,34,53,74,78,44,66,39,69,67,55,11,11,8,9,7
Fernando Gago,CM,40.47619048,68.18181818,54.54545455,75,25,77,71,73,75,78,72,78,64,78,81,58,64,80,76,63,66,67,59,70,72,72,59,76,47,68,66,67,69,55,8,7,12,10,12
Itumeleng Khune,GK,47.61904762,80.68181818,50,100,0,32,29,12,15,16,38,76,16,24,60,48,20,31,35,35,35,25,70,48,67,81,14,20,16,39,19,52,49,13,75,75,90,73,77
Charles,ST,38.0952381,73.86363636,63.63636364,50,50,85,74,34,27,35,66,79,80,18,55,78,51,60,42,64,65,65,70,67,91,91,74,83,78,73,78,53,61,84,9,8,16,9,11
Sergio,GK,42.85714286,73.86363636,54.54545455,50,0,21,13,9,13,12,34,71,12,15,38,48,21,37,39,44,43,33,62,48,50,64,9,24,11,21,20,11,23,11,78,77,75,72,80
Curtis Davies,CB,64.28571429,89.77272727,63.63636364,50,25,65,43,77,77,79,68,75,42,79,56,71,25,59,55,68,68,73,84,56,62,80,78,49,35,34,26,25,33,33,15,7,10,9,10
YouníÂs Kaboul,CB,71.42857143,87.5,59.09090909,50,25,61,52,74,76,79,84,68,51,74,51,69,56,70,54,52,72,69,83,47,53,78,81,82,21,55,44,33,54,34,9,9,7,14,6
Johan Djourou,CB,71.42857143,87.5,54.54545455,50,25,64,60,73,72,77,74,76,44,76,46,69,46,70,68,65,72,55,87,37,53,66,77,42,35,28,42,39,48,34,7,16,13,15,14
Mauro Boselli,ST,57.14285714,73.86363636,59.09090909,50,25,76,69,22,33,35,70,74,82,23,65,72,57,70,61,64,66,67,81,55,62,78,84,74,81,66,60,53,75,65,7,7,6,14,14
Agirretxe,ST,61.9047619,76.13636364,54.54545455,50,50,77,71,43,33,44,59,80,82,43,63,75,54,69,51,51,53,45,81,52,68,76,85,76,80,66,75,48,64,81,6,14,11,8,16
Gí_khan ÛÁnler,CDM,52.38095238,79.54545455,63.63636364,75,25,77,72,70,77,78,80,70,61,76,73,77,70,76,81,53,54,68,73,59,60,73,68,85,56,81,64,68,74,76,10,11,6,14,5
Alfredo Talavera,GK,64.28571429,81.81818182,72.72727273,75,0,21,10,13,14,13,38,71,14,24,43,64,15,35,35,58,58,36,75,47,57,80,14,25,13,13,15,14,44,13,75,82,71,75,78
Justo Villar,GK,45.23809524,85.22727273,95.45454545,50,0,24,21,12,14,13,22,73,14,22,51,55,14,30,22,31,32,22,62,68,50,56,12,29,12,16,15,22,21,8,78,75,74,75,77
Robert Snodgrass,RM,50,76.13636364,50,50,50,79,79,28,41,56,82,65,76,46,79,77,80,79,71,69,63,79,70,66,75,60,44,81,74,77,82,82,73,65,12,8,14,15,10
Francesco Magnanelli,CDM,47.61904762,78.40909091,63.63636364,50,25,74,58,72,74,77,82,72,53,79,70,69,61,78,76,68,68,74,74,64,64,55,61,72,45,66,62,61,57,60,11,8,7,12,5
Paul Verhaegh,RB,40.47619048,72.72727273,68.18181818,50,25,71,72,77,80,76,69,75,51,81,60,69,78,75,68,73,74,78,70,73,71,78,63,66,42,52,62,49,86,33,9,7,14,10,12
Zydrunas Karcemarskas,GK,66.66666667,82.95454545,68.18181818,25,0,18,15,15,15,14,37,69,12,19,13,45,12,29,22,42,42,36,60,43,45,68,14,23,14,15,11,15,23,13,76,77,66,76,80
Alexey Berezutskiy,CB,69.04761905,87.5,72.72727273,50,25,47,50,81,76,79,79,62,39,75,55,71,61,71,69,44,55,75,86,46,33,66,77,73,33,51,44,53,48,59,14,11,8,8,8
Ivíçn Ramis,CB,64.28571429,81.81818182,63.63636364,50,25,65,53,74,76,80,84,68,52,81,50,66,45,72,75,43,48,76,85,54,53,70,72,76,54,65,67,77,65,59,8,7,9,15,11
Volkan Demirel,GK,71.42857143,90.90909091,77.27272727,25,0,28,25,16,17,14,51,70,12,19,50,54,18,38,42,43,42,42,82,35,54,72,18,25,14,12,11,15,24,13,77,77,76,73,78
Agustí_n Orií_n,GK,61.9047619,85.22727273,77.27272727,75,0,20,13,16,16,14,35,72,19,23,42,27,10,20,11,44,44,37,73,52,49,55,13,12,13,15,13,11,18,10,81,74,75,79,74
Christian Fuchs,LB,59.52380952,79.54545455,54.54545455,25,50,75,69,74,76,77,78,75,74,76,73,70,84,76,73,66,68,80,75,60,66,76,76,83,57,79,86,80,68,70,16,14,15,12,13
Nicolíçs Burdisso,CB,50,80.68181818,77.27272727,50,25,52,40,79,78,79,85,71,25,77,38,69,34,54,55,68,55,55,76,62,50,89,80,24,34,23,40,21,41,19,8,8,11,13,12
Stefan Kieíôling,ST,71.42857143,79.54545455,68.18181818,50,25,70,67,26,41,50,79,82,82,44,72,78,68,75,59,55,63,77,81,45,47,80,86,79,78,71,66,49,79,80,11,6,5,7,12
Wes Morgan,CB,57.14285714,94.31818182,68.18181818,50,25,62,56,77,76,78,79,76,39,78,49,62,17,56,44,46,54,73,91,52,31,76,75,52,19,35,14,18,17,23,7,14,6,10,8
Michael Dawson,CB,64.28571429,75,68.18181818,50,25,58,17,80,78,80,80,72,35,75,43,72,19,56,73,34,31,66,80,54,50,80,81,62,22,21,23,11,44,23,13,8,6,6,15
Iraizoz,GK,71.42857143,89.77272727,81.81818182,50,0,15,11,13,12,11,38,73,16,23,53,54,11,29,20,32,33,33,83,52,28,47,13,20,12,14,12,13,13,16,85,69,80,81,71
Emmanuel Adebayor,ST,71.42857143,81.81818182,68.18181818,50,50,74,72,23,19,25,70,75,76,31,75,84,58,72,55,68,71,64,82,52,65,76,78,79,76,68,69,44,79,78,9,13,12,9,13
Silvio Proto,GK,59.52380952,76.13636364,68.18181818,25,0,32,11,11,17,11,22,70,18,28,51,59,17,33,37,60,58,31,62,61,61,82,14,37,14,15,11,17,25,17,76,78,73,75,81
Daniele Bonera,CB,52.38095238,72.72727273,77.27272727,50,25,51,41,81,78,81,83,69,27,81,41,79,58,56,61,36,33,44,79,53,38,76,74,60,23,53,38,29,49,19,3,3,3,3,3
Rí©my Vercoutre,GK,57.14285714,77.27272727,81.81818182,25,0,21,12,12,11,11,25,70,16,27,31,20,10,24,34,36,38,26,63,44,31,58,10,18,10,12,11,11,23,10,76,77,77,76,78
Morgan De Sanctis,GK,69.04761905,81.81818182,100,25,0,22,12,14,13,10,35,74,12,14,35,44,10,25,24,34,42,23,62,43,49,76,11,22,10,12,16,13,21,10,81,76,57,76,76
Eliseu,LB,33.33333333,73.86363636,68.18181818,50,50,74,71,73,80,77,86,74,72,75,59,78,76,70,67,76,78,80,81,66,75,73,69,89,60,88,64,69,64,65,15,12,15,15,15
Roman Weidenfeller,GK,69.04761905,87.5,81.81818182,0,0,19,12,11,18,17,38,76,8,13,32,62,14,31,20,20,24,28,76,36,28,69,17,25,11,11,14,10,17,11,81,72,53,80,77
Issa Diop,CB,78.57142857,93.18181818,9.090909091,50,25,60,39,76,79,77,76,65,35,73,40,70,32,64,58,68,63,74,86,50,49,84,72,39,29,21,28,34,44,28,14,10,6,7,9
David Seijalbo,CDM,35.71428571,75,68.18181818,25,25,70,50,74,68,77,83,79,36,70,52,80,48,77,76,58,70,88,80,76,77,81,60,65,45,62,47,44,62,53,16,7,10,12,9
Vieirundinho,CB,66.66666667,84.09090909,50,25,25,64,48,76,72,77,82,64,26,76,32,60,42,66,69,63,59,80,88,42,56,54,74,65,29,41,36,30,47,28,6,13,11,16,9
Nelsildo Reis,GK,69.04761905,88.63636364,50,50,0,23,25,32,31,32,40,68,31,35,64,32,33,39,40,55,50,43,78,47,71,69,45,34,22,35,21,30,40,22,76,76,77,77,74
Fred Aní_bí£o,GK,73.80952381,90.90909091,31.81818182,25,0,21,8,7,8,7,41,77,21,34,71,66,9,22,21,31,33,23,84,23,42,69,8,21,7,8,12,23,24,11,72,71,76,77,77
Gabri Prestí£o,GK,59.52380952,79.54545455,31.81818182,50,0,20,18,10,74,9,45,76,5,12,60,45,8,11,12,58,62,23,60,43,66,60,7,15,9,12,12,13,26,8,77,77,70,74,75
Marko Pjaca,LW,59.52380952,85.22727273,13.63636364,75,75,87,86,16,24,26,50,66,60,30,68,70,76,77,67,85,85,75,75,75,83,69,68,76,61,72,82,72,72,72,9,11,10,5,12
Daniel Podence,RW,7.142857143,59.09090909,13.63636364,75,75,79,83,26,29,33,65,81,74,21,72,77,66,68,54,92,87,73,29,90,93,66,42,65,65,54,66,42,63,57,7,14,8,14,15
Andrí© Onana,GK,69.04761905,81.81818182,9.090909091,50,0,23,26,16,14,18,23,74,11,15,60,33,15,33,26,64,62,32,55,53,68,80,20,21,12,17,30,17,27,13,68,83,75,75,76
Kelechi Iheanacho,ST,61.9047619,76.13636364,9.090909091,50,50,76,74,15,12,22,56,70,79,17,65,73,48,67,58,89,85,65,74,70,79,58,60,76,79,66,67,53,74,69,11,8,7,7,15
Ivan Ordets,CB,78.57142857,88.63636364,27.27272727,50,25,63,38,78,74,77,70,71,38,76,34,68,41,68,61,61,78,79,88,38,48,58,74,73,41,57,39,46,34,59,13,15,10,14,11
Aytaí_ Sulu,CB,52.38095238,79.54545455,59.09090909,75,25,65,51,72,75,77,85,69,47,72,31,69,33,55,63,69,73,72,78,74,65,90,82,58,44,32,36,39,63,36,15,7,8,6,12
Ahmet íˆalÛ±k,CB,54.76190476,76.13636364,22.72727273,75,25,64,54,76,75,78,69,74,40,77,48,75,43,65,64,66,70,75,78,74,52,84,76,55,42,21,44,39,44,41,8,11,6,8,13
Nikola VukceviÛˆ,CDM,54.76190476,75,31.81818182,50,25,74,68,75,68,77,81,75,60,79,67,75,52,78,67,65,68,81,74,60,61,87,72,69,38,61,56,64,53,48,15,12,12,13,15
Erick Gutií©rrez,CM,35.71428571,68.18181818,13.63636364,25,25,77,74,67,57,69,60,68,67,77,76,76,69,79,76,78,77,83,62,73,69,53,52,77,68,74,73,51,67,65,8,7,10,14,16
Diego Carlos,CB,57.14285714,78.40909091,27.27272727,75,25,66,54,75,66,76,82,74,52,74,38,67,35,66,56,74,70,64,83,57,58,79,77,73,26,57,47,63,41,29,7,7,14,10,11
Jonathan Calleri,ST,33.33333333,68.18181818,22.72727273,25,50,74,71,29,32,39,65,77,79,37,69,73,56,66,58,75,77,71,71,79,72,81,80,77,75,69,57,35,62,71,8,11,8,12,6
Gustavo Gí_mez,CB,57.14285714,85.22727273,22.72727273,25,25,56,52,78,75,75,80,73,36,76,34,72,32,61,45,55,67,68,84,45,51,78,77,59,29,25,26,27,32,35,10,12,11,12,9
Ví_ctor Garcí_a,RB,33.33333333,68.18181818,18.18181818,50,25,75,77,71,75,76,74,78,66,74,45,64,72,67,58,82,84,86,63,83,82,72,57,64,23,36,59,29,40,35,12,11,11,6,12
Kenny Tete,RB,45.23809524,76.13636364,13.63636364,50,25,68,64,77,85,83,79,72,55,76,49,65,62,70,58,77,81,72,77,70,71,74,66,62,32,43,42,34,43,36,6,9,11,15,10
Armando Izzo,CB,52.38095238,77.27272727,31.81818182,75,25,65,53,79,76,79,78,74,16,78,33,73,35,60,55,68,69,68,75,60,61,72,74,50,19,44,26,26,37,20,11,12,10,6,12
Fernando Monetti,GK,54.76190476,77.27272727,45.45454545,25,0,23,19,18,24,14,29,66,15,18,46,21,19,37,25,56,57,32,64,59,48,59,23,24,19,15,23,13,24,19,71,78,75,78,80
Youssouf Sabaly,RB,30.95238095,61.36363636,27.27272727,75,25,72,74,77,76,78,67,75,70,78,45,53,75,74,59,76,78,75,67,82,79,62,55,43,33,34,59,38,43,37,15,9,8,11,11
Deyverson,ST,61.9047619,77.27272727,31.81818182,50,50,74,66,21,36,39,82,79,80,34,55,67,57,64,46,73,79,75,73,49,73,85,81,76,75,65,48,31,66,75,9,7,11,15,11
Gerardo Alcoba,CB,52.38095238,79.54545455,63.63636364,25,25,58,53,76,75,80,82,70,23,81,35,60,48,53,46,67,68,68,82,65,67,65,75,46,33,37,51,47,53,45,14,11,14,15,12
Silvio Romero,ST,33.33333333,86.36363636,45.45454545,50,75,76,70,28,36,47,68,77,76,26,74,73,63,69,62,80,81,70,73,70,80,61,70,78,75,66,70,45,76,71,16,8,11,12,9
Carlos Izquierdoz,CB,54.76190476,89.77272727,45.45454545,25,25,59,36,73,76,77,74,76,23,78,33,45,43,63,55,54,51,75,79,53,41,85,79,60,45,54,32,26,30,50,8,8,7,11,8
Alexander Mejí_a,CDM,40.47619048,78.40909091,45.45454545,25,25,69,51,74,71,73,81,76,58,76,68,62,59,74,73,66,63,90,85,70,66,53,51,67,33,56,36,32,37,31,8,7,8,14,13
Frank Fabra,LB,26.19047619,70.45454545,36.36363636,50,50,73,78,66,75,71,72,71,61,72,40,60,70,68,51,85,90,90,78,71,82,85,69,67,46,54,60,34,55,33,9,7,13,15,7
í_der Balanta,CB,47.61904762,84.09090909,27.27272727,25,25,70,65,74,71,76,82,73,45,73,43,64,50,61,60,67,74,74,84,51,60,70,75,55,36,34,35,42,43,35,12,9,11,14,10
Diego Laxalt,LM,40.47619048,63.63636364,27.27272727,50,50,78,76,53,57,53,62,70,63,42,68,64,75,76,72,86,88,92,60,77,82,65,43,70,60,66,61,60,49,49,9,10,10,12,8
Aderllan Santos,CB,76.19047619,82.95454545,40.90909091,25,25,54,52,76,74,80,80,68,27,76,34,71,42,52,39,49,61,62,87,30,49,58,80,80,34,63,51,61,60,46,8,10,13,13,12
Nicolíçs Castillo,ST,42.85714286,72.72727273,27.27272727,50,50,75,68,27,19,30,67,74,78,37,58,72,49,65,59,68,64,69,83,81,62,79,77,78,79,70,59,59,86,69,10,13,9,8,15
íñscar Duarte,CB,59.52380952,80.68181818,40.90909091,50,25,59,48,76,81,78,75,73,35,74,39,67,40,65,55,60,69,67,74,52,55,80,75,47,26,24,28,32,37,32,8,15,7,9,14
Josí© Síç,GK,73.80952381,85.22727273,27.27272727,25,0,20,20,15,15,19,20,76,17,18,51,32,18,30,20,42,48,34,70,40,50,60,14,19,15,18,12,21,11,21,72,78,66,74,79
Vincenzo Grifo,LM,45.23809524,75,22.72727273,50,75,82,81,23,30,31,52,72,74,45,70,66,81,73,60,78,74,72,64,79,83,52,47,80,69,75,83,84,63,69,8,10,8,12,14
Robert BeriÛˆ,ST,64.28571429,82.95454545,31.81818182,50,25,74,69,43,23,30,65,70,83,38,75,71,52,72,67,68,70,74,76,65,62,72,71,75,83,66,65,56,71,67,12,16,15,11,16
Jonathan Gí_mez,CAM,23.80952381,69.31818182,40.90909091,50,50,74,76,34,37,35,68,69,73,42,79,63,69,74,75,79,76,68,58,80,84,44,43,62,70,73,69,56,77,64,10,12,10,14,7
Gianluca Lapadula,ST,40.47619048,67.04545455,40.90909091,50,25,76,74,19,18,15,70,72,79,19,61,72,47,68,34,83,85,75,61,78,85,78,78,70,80,58,68,69,72,76,11,9,15,15,12
Chancel Mbemba,CB,50,81.81818182,18.18181818,50,25,69,68,74,76,79,74,69,56,72,43,75,47,64,65,76,79,74,83,63,68,83,74,79,57,42,29,28,31,37,7,9,16,14,7
Ricardo Ferreira,CB,69.04761905,75,27.27272727,25,25,64,39,79,74,81,71,76,51,77,33,65,29,64,53,54,65,65,77,49,51,66,77,46,26,19,32,32,43,34,12,16,8,15,6
Bjí_rn Engels,CB,78.57142857,82.95454545,18.18181818,50,25,65,53,75,74,76,76,74,47,75,57,75,48,68,73,58,67,70,76,33,57,72,79,46,54,26,29,36,35,27,7,9,14,12,8
Mauro Dos Santos,CB,45.23809524,75,40.90909091,50,25,66,39,77,80,79,81,68,37,73,36,53,52,69,56,61,66,72,80,61,64,79,69,52,37,33,53,43,46,32,13,8,6,14,12
Ahmed Hassan,ST,71.42857143,85.22727273,27.27272727,50,25,73,70,21,25,23,79,71,77,31,59,76,30,63,46,62,66,76,84,45,59,54,82,77,81,71,66,44,79,78,14,15,8,14,11
Fabian Schí_r,CB,59.52380952,84.09090909,31.81818182,75,25,69,65,72,75,77,72,73,61,74,70,60,65,75,76,63,55,74,78,61,67,86,83,76,55,65,65,66,80,53,10,8,11,9,15
Christopher Jullien,CB,83.33333333,88.63636364,27.27272727,50,25,70,45,73,71,75,72,68,50,74,26,70,37,64,49,69,74,74,83,52,62,83,82,46,51,32,29,36,55,28,11,8,12,14,8
Martí_n Mantovani,CB,57.14285714,79.54545455,63.63636364,50,25,68,55,75,67,75,92,73,46,74,33,42,47,76,65,52,49,79,82,61,53,66,79,59,37,34,63,45,42,55,14,9,11,9,12
Alfred Duncan,CM,40.47619048,77.27272727,27.27272727,50,50,77,71,68,73,78,80,77,68,77,67,72,74,78,76,75,77,83,75,70,73,78,68,84,50,75,69,50,44,58,6,9,8,8,8
Matheus,GK,61.9047619,75,27.27272727,25,0,22,12,14,15,20,19,74,12,26,50,44,15,27,36,44,47,32,71,48,45,63,14,21,12,15,21,12,13,13,75,78,70,67,80
Joí£o Pereira,RB,26.19047619,63.63636364,68.18181818,50,50,75,77,72,78,78,78,75,69,74,68,66,77,74,69,76,76,82,54,85,77,77,55,68,54,61,67,55,64,52,10,12,10,14,7
Jordan Ferri,CM,26.19047619,68.18181818,31.81818182,50,25,79,72,62,62,74,85,73,66,71,75,75,68,81,77,69,63,74,67,88,78,64,53,79,60,79,71,55,54,56,15,7,11,11,15
Amin Younes,LW,16.66666667,68.18181818,22.72727273,75,50,83,86,25,18,23,53,73,72,20,78,62,64,77,57,84,74,68,57,92,90,52,44,68,62,60,78,59,58,58,15,15,9,11,15
Stefano Denswil,CB,57.14285714,81.81818182,22.72727273,75,25,68,63,74,77,76,76,74,41,73,61,68,44,73,71,56,59,64,80,53,60,77,76,83,46,60,65,68,63,43,9,11,6,14,9
Alberto Moreno,LB,23.80952381,62.5,27.27272727,50,25,81,77,62,76,71,83,68,73,68,58,57,79,74,64,89,89,85,63,87,86,85,61,80,65,74,59,40,54,35,10,10,9,14,11
Jordan Pickford,GK,57.14285714,76.13636364,22.72727273,50,0,21,14,14,12,20,23,68,18,24,66,27,17,28,33,48,41,44,50,67,33,59,15,31,19,13,18,16,41,20,73,74,85,76,78
Emiliano Sala,ST,61.9047619,73.86363636,36.36363636,50,50,77,70,25,14,19,74,75,79,43,56,76,54,67,45,59,69,86,82,55,64,72,79,75,76,66,49,41,67,69,9,7,7,11,7
Christophe Kerbrat,CB,52.38095238,72.72727273,54.54545455,50,25,67,60,79,76,80,75,65,33,77,49,54,43,68,62,64,68,73,77,62,60,70,65,46,40,40,40,44,48,32,13,7,16,7,11
Julian Korb,RB,38.0952381,68.18181818,31.81818182,50,25,76,76,81,77,78,75,77,68,70,59,74,75,76,71,78,69,77,59,77,78,75,52,59,49,40,68,44,49,30,10,12,14,13,12
Saido Berahino,ST,45.23809524,82.95454545,22.72727273,75,50,77,76,20,23,18,47,71,79,33,54,72,51,62,55,85,80,64,62,71,74,62,67,81,80,68,63,61,73,68,10,7,14,11,15
Santiago Arias,RB,35.71428571,65.90909091,31.81818182,50,25,70,74,75,76,73,75,74,65,70,52,74,75,72,72,85,84,88,62,76,78,82,62,52,35,50,31,41,56,43,15,14,14,7,16
Baptiste Reynet,GK,57.14285714,85.22727273,36.36363636,50,0,21,11,14,10,12,36,75,12,16,16,39,15,33,32,41,45,34,68,24,43,62,14,18,17,15,10,14,19,19,74,75,71,69,81
Santiago Vergini,CB,71.42857143,82.95454545,45.45454545,50,25,70,54,75,71,81,68,64,51,78,59,65,63,69,65,33,50,70,89,49,54,45,74,45,33,38,39,50,49,27,13,6,6,7,8
Robin Knoche,CB,69.04761905,76.13636364,27.27272727,75,25,58,42,81,76,76,69,76,37,77,39,71,30,67,69,61,53,65,76,53,52,65,80,58,38,35,33,39,37,28,10,14,16,10,9
Serantes,GK,52.38095238,75,40.90909091,50,0,25,16,18,23,20,27,72,13,11,33,28,17,21,39,55,65,44,52,41,58,72,19,44,18,14,22,13,18,13,71,81,74,72,77
Jeffrey Gouweleeuw,CB,61.9047619,73.86363636,31.81818182,50,25,64,60,76,74,81,73,70,65,82,71,70,56,65,72,69,76,72,77,57,67,60,72,72,48,56,42,36,42,49,13,13,16,7,7
Martin Hinteregger,CB,57.14285714,86.36363636,27.27272727,50,25,62,55,77,76,78,81,65,61,74,62,62,53,62,65,64,71,78,82,62,62,85,69,83,48,71,58,63,64,49,13,14,9,14,10
Ermin BiÛçakÛçiÛˆ,CB,57.14285714,85.22727273,40.90909091,50,25,58,35,76,76,78,87,72,33,74,41,60,38,63,59,61,64,62,83,63,52,65,76,59,24,45,32,28,39,42,15,11,15,11,12
Nemanja NikoliÛˆ,ST,45.23809524,79.54545455,50,75,25,72,67,15,19,15,52,67,85,29,65,73,55,71,42,76,73,75,80,80,66,73,71,74,80,66,71,67,73,68,11,13,13,6,10
Lionel Carole,LB,50,78.40909091,31.81818182,50,50,75,75,70,71,72,68,70,68,75,67,72,74,74,62,82,83,82,78,64,76,83,72,53,28,45,52,34,49,35,12,9,12,14,13
Harun Tekin,GK,61.9047619,77.27272727,40.90909091,0,0,23,14,14,12,14,26,72,11,16,42,36,14,23,17,40,37,22,51,38,39,70,11,21,10,12,12,11,18,11,73,78,69,70,80
Nicolas Pallois,CB,69.04761905,89.77272727,50,50,25,60,57,75,75,78,85,69,22,75,52,67,61,68,68,59,65,70,87,32,62,74,68,75,41,57,36,41,45,45,15,15,10,16,6
Timm Klose,CB,76.19047619,87.5,45.45454545,50,25,61,41,78,73,76,74,74,45,78,50,71,42,71,72,48,52,63,84,34,40,52,83,64,33,40,40,34,41,33,15,15,11,10,10
Sergio Leí_n,ST,40.47619048,71.59090909,45.45454545,75,50,76,73,26,21,33,69,73,78,35,61,74,41,67,34,80,75,74,67,75,82,80,71,75,80,73,69,64,81,77,11,9,9,8,12
Raí_l Navas,CB,57.14285714,82.95454545,45.45454545,50,25,61,25,77,80,83,85,61,39,70,46,58,48,60,53,55,53,52,76,65,55,74,79,72,36,41,34,65,46,44,12,10,9,16,10
íñscar Murillo,CB,52.38095238,78.40909091,45.45454545,75,25,56,46,80,68,77,79,70,29,79,44,48,59,61,65,66,73,66,83,52,53,85,75,43,42,35,35,27,32,22,16,13,10,11,14
Tomíçs Pina,CM,57.14285714,73.86363636,50,50,50,80,73,61,68,76,79,75,70,77,74,59,52,78,76,62,60,65,78,60,69,68,67,73,52,64,64,60,59,59,7,8,11,12,15
Philipp Wollscheid,CB,78.57142857,88.63636364,45.45454545,75,25,48,33,76,75,78,78,75,38,76,52,64,30,70,60,50,52,62,83,34,46,58,85,57,40,19,29,23,42,34,11,11,6,7,13
Felix Wiedwald,GK,69.04761905,81.81818182,40.90909091,25,0,22,14,9,14,12,35,77,10,15,36,63,9,22,19,34,34,44,77,45,43,70,8,23,11,12,7,13,22,15,73,77,67,68,82
Khouma Babacar,ST,57.14285714,75,27.27272727,75,50,76,72,20,24,26,58,70,77,20,48,70,50,64,46,71,78,69,77,60,72,76,74,82,80,63,64,60,70,76,8,12,10,6,14
Callum Wilson,ST,45.23809524,63.63636364,31.81818182,50,50,75,73,20,25,39,73,70,77,40,71,78,52,70,60,93,90,77,81,79,81,66,62,69,79,64,62,45,75,65,10,10,8,15,6
Esteban Paredes,ST,40.47619048,81.81818182,81.81818182,50,50,76,73,26,29,22,55,74,80,30,69,70,62,69,69,69,68,71,81,69,72,72,70,74,80,71,69,75,78,66,9,12,11,15,7
Joel Robles,GK,80.95238095,90.90909091,36.36363636,25,0,25,15,15,14,11,23,67,16,22,38,37,12,15,26,49,52,30,72,41,47,64,12,36,11,11,11,20,15,13,75,78,75,75,77
AlfreíÁ Finnbogason,ST,57.14285714,77.27272727,45.45454545,75,25,72,75,28,34,32,64,80,85,20,72,83,37,71,67,67,69,73,75,69,67,66,60,76,79,77,56,51,85,79,15,6,16,15,11
JagoÅç VukoviÛˆ,CB,78.57142857,81.81818182,45.45454545,25,25,53,44,76,71,78,79,70,32,76,45,60,56,63,61,32,34,64,90,31,34,78,80,74,27,70,38,58,44,17,14,13,7,15,14
Laguardia,CB,57.14285714,73.86363636,40.90909091,50,25,57,35,76,74,77,89,67,44,76,46,71,42,68,56,58,66,84,80,57,51,74,71,35,49,30,38,35,32,29,9,14,13,12,10
